source_row,Title,Publication,Date,DOI,remaining_reason,elsevier_status,is_oa,oa_status,best_oa_url,unpaywall_pdf_status,unpaywall_pdf_file,unpaywall_pdf_error
167,Hydroxyl-functionalized ultrathin NiOx interlayer for minimized energy loss and enhanced interface stability in perovskite photovoltaics,Journal of Materials Chemistry A,2025-09-16,10.1039/d5ta05079k,closed in Unpaywall,404 not found,False,closed,,,,
173,In2O3-Modified ZnO@SnO2Core–Shell Nanosheets for Ethanol Sensing,ACS Applied Nano Materials,2025-09-12,10.1021/acsanm.5c03397,closed in Unpaywall,404 not found,False,closed,,,,
175,Nanoscopic Titanium Dioxide Overlayers Improve the Durability of Porphyrin Molecular Electrocatalysts while Maintaining Molecular Structure and Redox Activity,ACS Applied Materials and Interfaces,2025-09-10,10.1021/acsami.5c10416,closed in Unpaywall,404 not found,False,closed,,,,
176,Atomic Layer Deposition of Superconductive Niobium Carbonitride Thin Films,Chemistry of Materials,2025-09-09,10.1021/acs.chemmater.5c01456,OA PDF download failed,404 not found,True,hybrid,https://pubs.acs.org/doi/pdf/10.1021/acs.chemmater.5c01456?ref=article_openPDF,failed,,HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/pdf/10.1021/acs.chemmater.5c01456?ref=article_openPDF')
177,Controlling Surface-Enhanced Raman Scattering and Metal-Enhanced Fluorescence in Silver Nanofilms Using Ultrathin Aluminum Oxide Spacers via Atomic Layer Deposition,Chemistry of Materials,2025-09-09,10.1021/acs.chemmater.5c01585,OA PDF download failed,404 not found,True,hybrid,https://doi.org/10.1021/acs.chemmater.5c01585,failed,,HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/10.1021/acs.chemmater.5c01585')
178,Tunable Electrical and Optical Properties in Atomic Layer Deposited TiO2:Pt Thin Films via Dynamic Metallic Nanoparticle Formation,Advanced Materials Interfaces,2025-09-08,10.1002/admi.202500594,OA PDF download failed,404 not found,True,gold,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/admi.202500594,failed,,HTTPError('403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/admi.202500594')
179,Investigation on the thickness uniformity of TiO2 and Al2O3 coatings on meter-scale surfaces prepared by atomic layer deposition,Optics Express,2025-09-08,10.1364/OE.568834,OA PDF download failed,404 not found,True,gold,https://doi.org/10.1364/oe.568834,failed,,no PDF link found on OA page
180,"Near Room-Temperature Atomic Layer Deposition of Magnesium Oxide Using Bis-3-(N,N-dimethylamino)propyl Magnesium(II) and Water",Journal of the American Chemical Society,2025-09-03,10.1021/jacs.5c08514,closed in Unpaywall,404 not found,False,closed,,,,
183,Highly reliable ferroelectricity of HfO2–TiO2 nanolaminates thin films grown by plasma-enhanced atomic layer deposition,Journal of the Korean Ceramic Society,2025-09-01,10.1007/s43207-025-00516-y,closed in Unpaywall,404 not found,False,closed,,,,
190,Area-selective atomic layer deposition of Al2O3 film on Cu and Si substrates using bulky Al precursor AlMe2(iPr-AMD),Journal of Vacuum Science and Technology A Vacuum Surfaces and Films,2025-09-01,10.1116/6.0004806,OA PDF download failed,404 not found,True,bronze,https://pubs.aip.org/avs/jva/article-pdf/doi/10.1116/6.0004806/20663465/052402_1_6.0004806.pdf,failed,,HTTPError('403 Client Error: Forbidden for url: https://pubs.aip.org/avs/jva/article-pdf/doi/10.1116/6.0004806/20663465/052402_1_6.0004806.pdf')
196,Microwave enhanced atomic layer deposition (MW-ALD): Incorporating a microwave antenna into an ALD system and performing in situ direct microwave exposure during ALD,Journal of Vacuum Science and Technology A Vacuum Surfaces and Films,2025-09-01,10.1116/6.0004633,closed in Unpaywall,404 not found,False,closed,,,,
198,Green Hydrogen From Waste: Exploring the Promise of Sustainable Catalysis,Bionanoscience,2025-09-01,10.1007/s12668-025-02048-5,closed in Unpaywall,404 not found,False,closed,,,,
200,Low-Temperature Photocrystallization of Atomic Layer Deposition-Processed Tin Oxide for Highly Efficient and Flexible Perovskite Solar Cells,Small Science,2025-09-01,10.1002/smsc.202500196,OA PDF download failed,404 not found,True,gold,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/smsc.202500196,failed,,HTTPError('403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/smsc.202500196')
202,"Growth Characteristics, Phase Composition, and Optical Properties of Ti–Sc–O Thin Films Synthesized by Atomic Layer Deposition",Russian Journal of Inorganic Chemistry,2025-09-01,10.1134/S0036023625602752,closed in Unpaywall,404 not found,False,closed,,,,
205,Investigation on the Structure–Function Relationship of Atomic-Layer-Deposited Platinum Additives on Tungsten Trioxide Gas Sensor Materials,Journal of Physical Chemistry C,2025-08-28,10.1021/acs.jpcc.5c05000,OA PDF download failed,404 not found,True,hybrid,https://doi.org/10.1021/acs.jpcc.5c05000,failed,,HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/10.1021/acs.jpcc.5c05000')
206,Composition-controllable growth of GeTex thin films via combined atomic layer deposition and chemical vapor deposition,Journal of Materials Chemistry C,2025-08-28,10.1039/d5tc02138c,closed in Unpaywall,404 not found,False,closed,,,,
207,Atomic Layer Deposited Silicon Anode with Nanoporous Fluorinated Surface Modulation Enabling Invertible Electrochemical Lithium Storage,Small,2025-08-28,10.1002/smll.202504940,closed in Unpaywall,404 not found,False,closed,,,,
209,Single Metal Atom Catalysts Prepared by Diluted Atomic Layer Deposition,ACS Applied Materials and Interfaces,2025-08-27,10.1021/acsami.5c10576,closed in Unpaywall,404 not found,False,closed,,,,
211,Impact of the Atomic Structure at the BiVO4/TiO2Interface on the Electronic Properties and Performance of BiVO4/TiO2Photoanodes,Journal of the American Chemical Society,2025-08-27,10.1021/jacs.5c07695,OA PDF download failed,404 not found,True,hybrid,https://doi.org/10.1021/jacs.5c07695,failed,,HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/10.1021/jacs.5c07695')
213,"Fast, In Situ Gas Analysis during Atomic Layer Deposition through Optical Emission Spectroscopy and Non-Negative Matrix Factorization",ACS Sensors,2025-08-22,10.1021/acssensors.5c01731,OA PDF download failed,404 not found,True,green,https://biblio.ugent.be/publication/01KG78CN21NS04842TEPJFMGT2,failed,,downloaded response was not a PDF
214,Effect of yttrium feeding time on the electrical and structural properties of atomic layer deposited Y-doped TiO2 films for dynamic random-access memory capacitors,Journal of Materials Chemistry C,2025-08-21,10.1039/d5tc01401h,closed in Unpaywall,404 not found,False,closed,,,,
215,Nonconventional growth characteristics of tin silicon oxide grown by thermal atomic layer deposition using H2O as oxidant,Journal of Chemical Physics,2025-08-21,10.1063/5.0279669,closed in Unpaywall,404 not found,False,closed,,,,
216,Advanced Fabrication of Ultrathin Ruthenium Films Using Synergistic Atomic Layer Deposition and Etching,Small Methods,2025-08-20,10.1002/smtd.202402166,OA PDF download failed,404 not found,True,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/smtd.202402166,failed,,HTTPError('403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/smtd.202402166')
217,Mechanically Robust and yet Electrically Conductive C60-SnO2Electron Transporting Bilayer in Stable Perovskite Solar Cells,Langmuir,2025-08-19,10.1021/acs.langmuir.5c02273,closed in Unpaywall,404 not found,False,closed,,,,
218,Advanced characterization of density-of-states over wide bandgap-energy in p-type Cu2O TFTs by multiple-wavelength light source,Applied Physics Letters,2025-08-18,10.1063/5.0272590,closed in Unpaywall,404 not found,False,closed,,,,
220,Surface Passivation Technique for Ge1–xSnx-Based Diodes by GeO2Atomic Layer Deposition with Postoxidation Annealing,ACS Applied Electronic Materials,2025-08-12,10.1021/acsaelm.5c00752,OA PDF download failed,404 not found,True,hybrid,https://doi.org/10.1021/acsaelm.5c00752,failed,,HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/10.1021/acsaelm.5c00752')
221,"Advancing Sodium-Ion Battery Cathodes: A Low-Cost, Eco-Friendly Mechanofusion Route from TiO2Coating to Ti4+Doping",Chemistry of Materials,2025-08-12,10.1021/acs.chemmater.5c01485,OA PDF download failed,404 not found,True,hybrid,https://doi.org/10.1021/acs.chemmater.5c01485,failed,,HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/10.1021/acs.chemmater.5c01485')
222,Sub-nanometer ZrO2 capping Hf0.5Zr0.5O2 thin films for BEOL-compatible ferroelectric tunnel junction with giant electroresistance,Applied Physics Letters,2025-08-11,10.1063/5.0284014,closed in Unpaywall,404 not found,False,closed,,,,
223,Advanced Atomic Layer Modulation Based Highly Homogeneous PtRu Precious Metals Alloy Thin Films,Advanced Science,2025-08-07,10.1002/advs.202503561,OA PDF download failed,404 not found,True,gold,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.202503561,failed,,HTTPError('403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/advs.202503561')
224,Study of the interfacial reaction of high-κ Al2O3 gate oxides with IGZO,Journal of Applied Physics,2025-08-07,10.1063/5.0274282,OA PDF download failed,404 not found,True,hybrid,https://doi.org/10.1063/5.0274282,failed,,HTTPError('403 Client Error: Forbidden for url: https://pubs.aip.org/jap/article/138/5/055301/3357258/Study-of-the-interfacial-reaction-of-high-Al2O3')
225,Tetracene Functionalized Si(111) Achieves Enhanced Solar-to-Chemical Energy Conversion via Molecular Acceptor States,Journal of the American Chemical Society,2025-08-06,10.1021/jacs.5c06963,closed in Unpaywall,404 not found,False,closed,,,,
227,"Design of an inflorescence-type phosphorus-doped (Ni,Co)-molybdate architecture with an atomically thin cobalt oxide layer for high-efficiency energy storage systems",Inorganic Chemistry Frontiers,2025-08-05,10.1039/d5qi00355e,closed in Unpaywall,404 not found,False,closed,,,,
228,Controllable formation of HfO2 thin film in 20 nm thick lateral trenches with high aspect ratio up to 30,Nanotechnology,2025-08-04,10.1088/1361-6528/adf33e,closed in Unpaywall,404 not found,False,closed,,,,
234,Tunable physical and electrical characteristics of AZO/p-Si heterostructures developed using super-cycle approach of ALD,Journal of Materials Science Materials in Electronics,2025-08-01,10.1007/s10854-025-15511-6,closed in Unpaywall,404 not found,False,closed,,,,
235,Mechanistic insights into the atomic layer deposition of GaN using TMG and NH3,Journal of Materials Science,2025-08-01,10.1007/s10853-025-11184-y,closed in Unpaywall,404 not found,False,closed,,,,
236,Deposition of uniform films on complex 3D objects by atomic layer deposition for plasma etch-resistant coatings,National Science Review,2025-08-01,10.1093/nsr/nwaf247,OA PDF download failed,404 not found,True,gold,https://academic.oup.com/nsr/advance-article-pdf/doi/10.1093/nsr/nwaf247/63509325/nwaf247.pdf,failed,,HTTPError('403 Client Error: Forbidden for url: https://academic.oup.com/nsr/advance-article-pdf/doi/10.1093/nsr/nwaf247/63509325/nwaf247.pdf')
237,Co-Dosing Vapor Phase Infiltration within Epoxidized Isoprene for Functional Al-Doped ZnO and AlOx–ZnO Composites,ACS Applied Nano Materials,2025-08-01,10.1021/acsanm.5c02013,OA PDF download failed,404 not found,True,hybrid,https://doi.org/10.1021/acsanm.5c02013,failed,,HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/10.1021/acsanm.5c02013')
238,Ru-Based Catalysts Deposited by Atomic Layer Deposition for Non-Alkaline Zn-Air Batteries,Batteries and Supercaps,2025-08-01,10.1002/batt.202400774,OA PDF download failed,404 not found,True,bronze,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/batt.202400774,failed,,HTTPError('403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/batt.202400774')
239,Dependence of ozone concentration on the moisture barrier properties of aluminum oxide using atomic layer deposition,Journal of the Korean Physical Society,2025-08-01,10.1007/s40042-025-01410-w,closed in Unpaywall,404 not found,False,closed,,,,
242,Burst Nucleation in Area-Selective Atomic Layer Deposition,ACS Applied Materials and Interfaces,2025-07-30,10.1021/acsami.5c07184,closed in Unpaywall,404 not found,False,closed,,,,
244,Full Wafer Scale Manufacturing of Directly Printed TiO2 Metalenses at Visible Wavelengths with Outstanding Focusing Efficiencies,Advanced Materials,2025-07-29,10.1002/adma.202500327,OA PDF download failed,404 not found,True,hybrid,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.202500327,failed,,HTTPError('403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adma.202500327')
246,Optimization of Atomic Layer Deposition Process of Tin Oxide Thin Films for Near-Infrared-Transparent Halide Perovskite Solar Cells,ACS Applied Energy Materials,2025-07-28,10.1021/acsaem.5c00882,closed in Unpaywall,404 not found,False,closed,,,,
247,"Enhanced Performance of LiFePO4 Cathodes with Alumina Nanocoating by Atomic Layer Deposition: Insights from Electrochemical, Operando X-ray Diffraction, and X-ray Photoelectron Spectroscopy Analyses",ACS Applied Energy Materials,2025-07-28,10.1021/acsaem.5c01523,closed in Unpaywall,404 not found,False,closed,,,,
248,Vapor Phase Installation of CpCo(CO)2 in MOF-808,Advanced Materials Interfaces,2025-07-25,10.1002/admi.202500079,OA PDF download failed,404 not found,True,gold,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/admi.202500079,failed,,HTTPError('403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/admi.202500079')
249,A Review on Reactor Design and Surface Modification of Atomic Layer Deposition for Functional Nanoparticles,Advanced Materials Interfaces,2025-07-25,10.1002/admi.202500140,OA PDF download failed,404 not found,True,gold,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/admi.202500140,failed,,HTTPError('403 Client Error: Forbidden for url: https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/admi.202500140')
251,Atomic layer deposition and characterization of scandium aluminum nitride,Applied Physics Letters,2025-07-21,10.1063/5.0278222,closed in Unpaywall,404 not found,False,closed,,,,
253,Metal–Oxide Interface Sites Created Using Atomic Layer Deposition and Tested for CO Oxidation,ACS Catalysis,2025-07-18,10.1021/acscatal.5c03164,OA PDF download failed,404 not found,True,hybrid,https://doi.org/10.1021/acscatal.5c03164,failed,,HTTPError('403 Client Error: Forbidden for url: https://pubs.acs.org/doi/10.1021/acscatal.5c03164')
254,Influence of Compactness and Crystallinity on Hole Transfer Ability of Nickel Oxide Layer in Modal Coupling Regime,Chemistry A European Journal,2025-07-11,10.1002/chem.202501332,OA PDF download failed,404 not found,True,hybrid,https://doi.org/10.1002/chem.202501332,failed,,HTTPError('403 Client Error: Forbidden for url: https://chemistry-europe.onlinelibrary.wiley.com/doi/10.1002/chem.202501332')
255,Low-Temperature Thermal Atomic Layer Deposition of Aluminum Nitride Thin Films for Passivation Layers in GaN-Based Light-Emitting Diodes,ACS Applied Nano Materials,2025-07-11,10.1021/acsanm.5c01858,closed in Unpaywall,404 not found,False,closed,,,,
257,Highly Conductive Ultrathin Niobium Carbide Thin Films as Next-Generation Diffusion Barriers for Cu and Ru Interconnects Prepared by Plasma-Enhanced Atomic Layer Deposition,Chemistry of Materials,2025-07-08,10.1021/acs.chemmater.5c00557,closed in Unpaywall,404 not found,False,closed,,,,
258,Retention and endurance analysis for 2T0C DRAM based on ALD-ITZO thin film transistors,Nanotechnology,2025-07-07,10.1088/1361-6528/ade80f,closed in Unpaywall,404 not found,False,closed,,,,
259,Expanding the Scope of Mo(III) Precursor Molecules for Vapor Phase Growth of Mo-Based Materials: Mo(III) Guanidinate,Chemistry A European Journal,2025-07-02,10.1002/chem.202500244,closed in Unpaywall,404 not found,False,closed,,,,
263,Aluminum silicate deposition on polyethylene naphthalate films and its application to Cs absorber in Cs aqueous solution,Journal of Vacuum Science and Technology A Vacuum Surfaces and Films,2025-07-01,10.1116/6.0004544,OA PDF download failed,404 not found,True,hybrid,https://doi.org/10.1116/6.0004544,failed,,HTTPError('403 Client Error: Forbidden for url: https://pubs.aip.org/jva/article/43/4/042401/3346846/Aluminum-silicate-deposition-on-polyethylene')
